,loss,mean_io_u,val_loss,val_mean_io_u
0,0.04727477580308914,0.576534628868103,0.03561526909470558,0.7590997815132141
1,0.030613437294960022,0.6357547044754028,0.03498324751853943,0.6088789701461792
2,0.026542332023382187,0.6919811964035034,0.02567973919212818,0.7400214076042175
3,0.02306034229695797,0.7395504713058472,0.03143046796321869,0.8121908903121948
4,0.02068083919584751,0.7732610702514648,0.023153670132160187,0.7716972827911377
5,0.019463052973151207,0.8061927556991577,0.022800898179411888,0.8766419291496277
6,0.016822505742311478,0.8272448182106018,0.022025277838110924,0.8604327440261841
7,0.015362951904535294,0.8484612703323364,0.02104009874165058,0.9011532068252563
8,0.014016262255609035,0.8709079027175903,0.01974000222980976,0.8740932941436768
9,0.012996687553822994,0.8829374313354492,0.019997667521238327,0.909093976020813
10,0.012043783441185951,0.8946834802627563,0.031142698600888252,0.9252259135246277
11,0.011542708612978458,0.9009733200073242,0.02020592987537384,0.9259093999862671
12,0.010209396481513977,0.9182051420211792,0.022092213854193687,0.9443459510803223
13,0.010108249261975288,0.9171212911605835,0.018072182312607765,0.875630259513855
14,0.009158860892057419,0.9275174140930176,0.02492966130375862,0.7754174470901489
15,0.009300787933170795,0.9254828691482544,0.018446052446961403,0.9200150966644287
16,0.009165206924080849,0.9232587218284607,0.02057504467666149,0.9314082860946655
17,0.008007648400962353,0.9403024315834045,0.020709672942757607,0.9490007162094116
18,0.00796616543084383,0.941491961479187,0.019081780686974525,0.8984702825546265
19,0.007488335482776165,0.9411841630935669,0.019512897357344627,0.948943018913269
