,loss,accuracy,val_loss,val_accuracy
0,0.9444635510444641,0.5471904277801514,0.7574897408485413,0.6666666865348816
1,0.6634666919708252,0.7231314778327942,0.6848225593566895,0.6830065250396729
2,0.5292445421218872,0.7885979413986206,0.6678960919380188,0.7745097875595093
3,0.4495653808116913,0.8246044516563416,0.5477100014686584,0.7941176295280457
4,0.4002828299999237,0.8507910370826721,0.5893781781196594,0.8104575276374817
5,0.3511170744895935,0.8647027015686035,0.683291494846344,0.8235294222831726
6,0.3249249756336212,0.8767048716545105,1.0651665925979614,0.8202614188194275
7,0.3048499822616577,0.8848881721496582,0.5545549392700195,0.8071895241737366
8,0.2704660892486572,0.9009820222854614,0.6243439316749573,0.8071895241737366
9,0.24298445880413055,0.9069830775260925,0.5656639337539673,0.8104575276374817
10,0.2409459948539734,0.9097108840942383,0.5567591190338135,0.813725471496582
11,0.21585074067115784,0.9157119393348694,0.6172118186950684,0.8006535768508911
12,0.1890067607164383,0.9274413585662842,0.652525782585144,0.8235294222831726
13,0.15925951302051544,0.9383524060249329,0.9210798740386963,0.8039215803146362
14,0.1734400987625122,0.9367157816886902,1.0195164680480957,0.8300653696060181
15,0.1507086306810379,0.9478996396064758,0.625745952129364,0.826797366142273
16,0.12612392008304596,0.9528095722198486,0.7036106586456299,0.8202614188194275
17,0.12195547670125961,0.9560829401016235,0.8398160338401794,0.8333333134651184
18,0.11479515582323074,0.9579923748970032,1.286871075630188,0.7777777910232544
19,0.09637311100959778,0.9661756753921509,1.0886284112930298,0.7908496856689453
