,loss,accuracy,val_loss,val_accuracy
0,0.9755048155784607,0.559135377407074,0.9176772236824036,0.5196078419685364
1,0.7725502848625183,0.6578303575515747,0.9650523066520691,0.5065359473228455
2,0.667114794254303,0.7296084761619568,0.8065314888954163,0.6176470518112183
3,0.5523887872695923,0.7883360385894775,0.7423093318939209,0.7091503143310547
4,0.4947221577167511,0.809135377407074,0.5502106547355652,0.7679738402366638
5,0.45227035880088806,0.819331169128418,0.6015369892120361,0.7483659982681274
6,0.420850932598114,0.8368678689002991,0.7407792210578918,0.7091503143310547
7,0.4003208577632904,0.8425775170326233,0.6225878000259399,0.741830050945282
8,0.3558155596256256,0.8568515777587891,0.5201162695884705,0.7941176295280457
9,0.3308107256889343,0.8747960925102234,0.5819419026374817,0.7745097875595093
10,0.29812705516815186,0.8780587315559387,0.5665003061294556,0.7908496856689453
11,0.27672526240348816,0.896411120891571,0.5875902771949768,0.7712418437004089
12,0.259426087141037,0.896411120891571,0.5222263336181641,0.7843137383460999
13,0.24196812510490417,0.905791163444519,0.7263302803039551,0.7810457348823547
14,0.2261870801448822,0.9078303575515747,0.8029829263687134,0.7614378929138184
15,0.2318459004163742,0.91109299659729,0.6032109260559082,0.7712418437004089
16,0.18386629223823547,0.9245513677597046,0.7441297769546509,0.7810457348823547
17,0.178268164396286,0.9249592423439026,0.6925976276397705,0.7679738402366638
18,0.1820320338010788,0.9347471594810486,0.851431131362915,0.7483659982681274
19,0.1483125239610672,0.935562789440155,0.7711572051048279,0.7843137383460999
