,loss,mean_io_u,val_loss,val_mean_io_u
0,0.05499738082289696,0.5491818785667419,0.04326428472995758,0.693398118019104
1,0.03570083528757095,0.6124688386917114,0.04315371438860893,0.26086920499801636
2,0.031333521008491516,0.6559692621231079,0.02781003713607788,0.8072924613952637
3,0.028007864952087402,0.7073990106582642,0.028929848223924637,0.9013276100158691
4,0.025396913290023804,0.7444316148757935,0.024527564644813538,0.7519516944885254
5,0.022890083491802216,0.7780070304870605,0.04088729992508888,0.8615196943283081
6,0.020362120121717453,0.8000998497009277,0.023618122562766075,0.7672036290168762
7,0.018631866201758385,0.8301424384117126,0.020693521946668625,0.8265999555587769
8,0.016467466950416565,0.8512928485870361,0.02469092421233654,0.91802978515625
9,0.01528946217149496,0.8705084323883057,0.022352419793605804,0.8522552251815796
10,0.013789569027721882,0.8827821016311646,0.02554882876574993,0.7683393955230713
11,0.0136491684243083,0.8843458294868469,0.024323176592588425,0.9446425437927246
12,0.012318871915340424,0.8954069018363953,0.023619120940566063,0.90149986743927
13,0.01236512791365385,0.8952641487121582,0.021564116701483727,0.8855404853820801
14,0.010529860854148865,0.9181143045425415,0.02434251271188259,0.9351173639297485
15,0.0103632602840662,0.9173742532730103,0.02652583085000515,0.866899847984314
16,0.00955729465931654,0.9287997484207153,0.02047169953584671,0.9291284084320068
17,0.010657364502549171,0.9121456146240234,0.021607154980301857,0.9504793286323547
18,0.008536847308278084,0.9372763633728027,0.02184126153588295,0.9409794807434082
19,0.00921640545129776,0.9290305972099304,0.023096542805433273,0.8945518136024475
