,loss,accuracy,val_loss,val_accuracy
0,1.0111020803451538,0.46426624059677124,1.076525330543518,0.48366013169288635
1,0.8988547921180725,0.5390070676803589,2.08024001121521,0.5065359473228455
2,0.8188942670822144,0.6183851361274719,1.6694668531417847,0.6666666865348816
3,0.7197895646095276,0.7029460072517395,1.067069172859192,0.6797385811805725
4,0.6297057271003723,0.7356792092323303,2.237717390060425,0.6503267884254456
5,0.6014623641967773,0.7463175058364868,1.0598487854003906,0.6830065250396729
6,0.5722877979278564,0.7632296681404114,1.0452979803085327,0.656862735748291
7,0.5393278002738953,0.7793235182762146,3.653416156768799,0.6993464231491089
8,0.5518927574157715,0.7768685221672058,2.2528674602508545,0.673202633857727
9,0.5292664170265198,0.7842335104942322,0.784677267074585,0.6666666865348816
10,0.49266159534454346,0.7948718070983887,1.3627601861953735,0.6797385811805725
11,0.48557835817337036,0.7962356805801392,1.8530800342559814,0.6437908411026001
12,0.46354907751083374,0.8158755898475647,1.3325527906417847,0.6764705777168274
13,0.43104198575019836,0.8297872543334961,1.9787124395370483,0.6993464231491089
14,0.40917283296585083,0.8393344283103943,2.3432209491729736,0.6601307392120361
15,0.3732547163963318,0.8464266061782837,6.768470287322998,0.6176470518112183
16,0.35243791341781616,0.8617021441459656,1.3516348600387573,0.6928104758262634
17,0.28815311193466187,0.8837970495223999,2.046386241912842,0.6405228972434998
18,0.2783229351043701,0.8930714726448059,2.165879487991333,0.6437908411026001
19,0.2268332839012146,0.9097108840942383,2.393310785293579,0.5915032625198364
