,loss,accuracy,val_loss,val_accuracy
0,1.0354443788528442,0.5044861435890198,1.124672532081604,0.4575163424015045
1,0.8912609219551086,0.5648450255393982,0.9093471169471741,0.5228758454322815
2,0.7902975678443909,0.6276509165763855,0.9194571375846863,0.5392156839370728
3,0.7294495701789856,0.6615008115768433,1.6261374950408936,0.5620915293693542
4,0.6963977813720703,0.7084013223648071,0.7091086506843567,0.7026143670082092
5,0.6039276123046875,0.7483686804771423,0.6682040691375732,0.7222222089767456
6,0.5951759815216064,0.7573409676551819,0.6831269860267639,0.7124183177947998
7,0.6125457286834717,0.75,0.9733812808990479,0.6143791079521179
8,0.6180614233016968,0.7418434023857117,0.7581996917724609,0.7222222089767456
9,0.5587552785873413,0.7638662457466125,0.6303441524505615,0.741830050945282
10,0.5379829406738281,0.7785481214523315,1.0121161937713623,0.7222222089767456
11,0.48591625690460205,0.8026100993156433,1.3160407543182373,0.7483659982681274
12,0.4692753851413727,0.8107666969299316,0.8902757167816162,0.6797385811805725
13,0.49236658215522766,0.8209624886512756,0.642517626285553,0.7516340017318726
14,0.42734456062316895,0.8230016231536865,0.7756715416908264,0.7287581562995911
15,0.37647733092308044,0.849102795124054,0.6933403611183167,0.7647058963775635
16,0.35440704226493835,0.8674551248550415,0.6944403648376465,0.7483659982681274
17,0.31610754132270813,0.8772430419921875,0.7422317266464233,0.7483659982681274
18,0.3050977885723114,0.8760195970535278,0.7542892694473267,0.7385621070861816
19,0.36045241355895996,0.8588907122612,0.8818830847740173,0.7156862616539001
