,loss,mean_io_u,val_loss,val_mean_io_u
0,0.05706321448087692,0.5692228078842163,0.048065558075904846,0.30941563844680786
1,0.03598293289542198,0.5999900102615356,0.0315377376973629,0.5703224539756775
2,0.031227612867951393,0.663799524307251,0.03829779475927353,0.8503775596618652
3,0.027724694460630417,0.709112823009491,0.025152698159217834,0.8027809858322144
4,0.025012154132127762,0.7456567287445068,0.02886982448399067,0.748367190361023
5,0.022971324622631073,0.7588921785354614,0.03801433742046356,0.8894848823547363
6,0.020687589421868324,0.8048453330993652,0.02448311075568199,0.8182029724121094
7,0.01896357536315918,0.8222455978393555,0.026902565732598305,0.9421161413192749
8,0.016763776540756226,0.8522676229476929,0.023449111729860306,0.7976061105728149
9,0.015898244455456734,0.8634154200553894,0.02089233696460724,0.8329372406005859
10,0.014062677510082722,0.8821293115615845,0.024634718894958496,0.9046064615249634
11,0.0143590047955513,0.8769129514694214,0.023868214339017868,0.8937703967094421
12,0.012173754163086414,0.8997629880905151,0.021000655367970467,0.9134308099746704
13,0.011727706529200077,0.907562255859375,0.017730850726366043,0.9284483790397644
14,0.010928800329566002,0.9128382205963135,0.02366364561021328,0.9153439402580261
15,0.011192508041858673,0.9085627794265747,0.022036179900169373,0.7961496114730835
16,0.009924914687871933,0.9208948612213135,0.02175903506577015,0.9035496711730957
17,0.00927944015711546,0.9298380613327026,0.018999475985765457,0.8816558718681335
18,0.009697851724922657,0.9221858382225037,0.022228069603443146,0.9283822774887085
19,0.008615008555352688,0.936941385269165,0.02060641720890999,0.9450385570526123
