,loss,mean_io_u,val_loss,val_mean_io_u
0,0.0390671044588089,0.6032298803329468,0.030814480036497116,0.7756913900375366
1,0.02476268820464611,0.7191834449768066,0.02492457628250122,0.7335464954376221
2,0.019625721499323845,0.7943869829177856,0.021161722019314766,0.8157767057418823
3,0.015924856066703796,0.843475341796875,0.019343145191669464,0.8698815703392029
4,0.013215909712016582,0.8790645599365234,0.022254884243011475,0.9216421842575073
5,0.011565222404897213,0.8980461359024048,0.020572789013385773,0.9266531467437744
6,0.009896418079733849,0.9189920425415039,0.020649077370762825,0.9325824975967407
7,0.008940533734858036,0.9274706244468689,0.01970139518380165,0.9370630979537964
8,0.008045786060392857,0.9368544220924377,0.025929488241672516,0.9580357074737549
9,0.007509574759751558,0.9426629543304443,0.02109082229435444,0.9405187368392944
10,0.007012359797954559,0.9463343620300293,0.02329070493578911,0.9061857461929321
11,0.006364296656101942,0.953616738319397,0.02191336266696453,0.9561102390289307
12,0.006739521399140358,0.9453598260879517,0.020983273163437843,0.9519932270050049
13,0.005284913349896669,0.9644564390182495,0.035174302756786346,0.9459060430526733
14,0.00566227687522769,0.957635223865509,0.026939550414681435,0.9517805576324463
15,0.005578001961112022,0.958465576171875,0.01957208849489689,0.9547576904296875
16,0.004580827429890633,0.968972384929657,0.02223992720246315,0.9554429650306702
17,0.005520541686564684,0.9603978395462036,0.02099575288593769,0.9651502370834351
18,0.004102514591068029,0.9727100133895874,0.022734850645065308,0.9650179147720337
19,0.004238204564899206,0.9713006615638733,0.025573251768946648,0.9723151922225952
