,loss,mean_io_u,val_loss,val_mean_io_u
0,0.03993091732263565,0.6040226221084595,0.04833318293094635,0.712795615196228
1,0.02518324926495552,0.7164324522018433,0.04450635612010956,0.6163148880004883
2,0.020242827013134956,0.7818543910980225,0.023716073483228683,0.8660939931869507
3,0.016500648111104965,0.8355756998062134,0.025668634101748466,0.9430594444274902
4,0.01377477403730154,0.8725248575210571,0.030608389526605606,0.932581901550293
5,0.01175254862755537,0.8989497423171997,0.019411111250519753,0.9093785285949707
6,0.010421443730592728,0.9138493537902832,0.019757026806473732,0.9364893436431885
7,0.009447836317121983,0.9224123358726501,0.019228195771574974,0.932049036026001
8,0.008394889533519745,0.9349526166915894,0.028305836021900177,0.9555150270462036
9,0.007814248092472553,0.9397804737091064,0.021364646032452583,0.958216667175293
10,0.0070639606565237045,0.9474426507949829,0.01853042095899582,0.9392034411430359
11,0.006989831570535898,0.944985568523407,0.020512767136096954,0.9554849863052368
12,0.006036282051354647,0.9553622007369995,0.02311648242175579,0.9472486972808838
13,0.005973908584564924,0.9569048285484314,0.019120411947369576,0.958219051361084
14,0.005612030625343323,0.9603186845779419,0.017933951690793037,0.9508278369903564
15,0.005155949853360653,0.9642999172210693,0.020347516983747482,0.9638074040412903
16,0.00508118188008666,0.9630870819091797,0.02379736118018627,0.9368996620178223
17,0.004458484705537558,0.9702884554862976,0.023274285718798637,0.9646833539009094
18,0.005053623579442501,0.9613949060440063,0.02124912664294243,0.9663214683532715
19,0.004111885093152523,0.9721992015838623,0.02672639861702919,0.9579615592956543
