,loss,accuracy,val_loss,val_accuracy
0,0.8815454840660095,0.6211256384849548,1.0099009275436401,0.5424836874008179
1,0.7185730934143066,0.6969820261001587,0.8493582606315613,0.6699346303939819
2,0.5567628145217896,0.7736541628837585,0.730101466178894,0.7189542651176453
3,0.48866021633148193,0.8070962429046631,0.8825469017028809,0.7287581562995911
4,0.4092741906642914,0.8458401560783386,0.8506084680557251,0.6993464231491089
5,0.38006848096847534,0.8527732491493225,0.6845234632492065,0.7352941036224365
6,0.3419544994831085,0.8756117224693298,0.7914391160011292,0.7941176295280457
7,0.3130524456501007,0.8833605051040649,0.7478633522987366,0.8006535768508911
8,0.28380313515663147,0.8902936577796936,0.8078582286834717,0.7908496856689453
9,0.25086626410484314,0.9045677185058594,0.9508847594261169,0.8104575276374817
10,0.22562919557094574,0.9176182746887207,0.9228700995445251,0.8039215803146362
11,0.19400691986083984,0.9265905618667603,0.9558786749839783,0.8006535768508911
12,0.1857607364654541,0.9265905618667603,0.8723631501197815,0.8006535768508911
13,0.17692892253398895,0.9343393445014954,1.0963258743286133,0.7745097875595093
14,0.13832354545593262,0.9498368501663208,1.8717666864395142,0.7287581562995911
15,0.14657974243164062,0.9465742111206055,2.379767894744873,0.7745097875595093
16,0.13138893246650696,0.9514681696891785,1.8800430297851562,0.7875816822052002
17,0.10947024822235107,0.9592169523239136,1.1193660497665405,0.7810457348823547
18,0.1022886112332344,0.9698205590248108,0.8720554709434509,0.8300653696060181
19,0.08763245493173599,0.9743067026138306,2.4420077800750732,0.7450980544090271
